id,entitytype,index_geometry,latitude,longitude,name,name_lng,name_type,road_class,route_dir,route_num,shield_code,micode,a2_code
d96c5918-f0a6-49dd-abce-d9b1aa6f4924,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9711569,34.6339615],[-85.9711468,34.6342638],[-85.971153,34.6343695]]}",-85.971151,34.634166,Veterans Dr,ENG,4,4,,35,5500,20050000,AL071
d9a76d46-40c9-41a1-9fb6-831e6593fe01,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0229261,34.6755239],[-86.022929,34.675661]]}",-86.022928,34.675592,Tupelo Pike,ENG,4,5,,21,8200,20060000,AL071
d9bc2610-1c84-420c-8a37-e588e695bbfc,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8309618,34.8617068],[-85.8316286,34.8623469]]}",-85.831295,34.862027,Kentucky Ave,ENG,4,5,,117,5500,20060000,AL071
da81b5d4-bafc-40e0-abb4-6cbf9f592509,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9194233,34.6424918],[-85.919425,34.6420558],[-85.9194358,34.6417424],[-85.9194036,34.6414379],[-85.9193499,34.6410539],[-85.9192856,34.6406082]]}",-85.919389,34.641548,County Road 224,ENG,17,7,,,0,20080000,AL071
db513e41-4d74-4f61-96c5-b297c73fee24,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9058262,34.7977651],[-85.905172,34.798509],[-85.904295,34.799348],[-85.904148,34.799497]]}",-85.905003,34.798647,County Road 45,ENG,4,5,,45,8200,20060000,AL071
dbb15cab-8803-47a3-b1f7-8f08cc2b868d,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8158949,34.8662659],[-85.8159271,34.8662131]]}",-85.815911,34.86624,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
dbb15cab-8803-47a3-b1f7-8f08cc2b868d,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8158949,34.8662659],[-85.8159271,34.8662131]]}",-85.815911,34.86624,US Highway 72,ENG,4,3,W,72,5450,20040000,AL071
dbd5f675-b6d9-4629-8e30-c896959390f8,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.606853,34.873739],[-85.6068425,34.8740036]]}",-85.606848,34.873871,AL Highway 73,ENG,4,5,,73,5500,20060000,AL071
dbd5f675-b6d9-4629-8e30-c896959390f8,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.606853,34.873739],[-85.6068425,34.8740036]]}",-85.606848,34.873871,AL Highway 73,ENG,4,5,,93,8200,20060000,AL071
dbfd7eef-9002-4a70-b014-139f74de66f6,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9987023,34.5942523],[-85.9987004,34.594277],[-85.9986629,34.5944646],[-85.9986052,34.5946291],[-85.9985128,34.5948283],[-85.99837,34.59504],[-85.9981175,34.5953539],[-85.997976,34.5954924],[-85.9978086,34.5956599],[-85.9976094,34.5958331]]}",-85.998254,34.595103,Tammy Little Dr,ENG,4,4,,35,5500,20050000,AL071
dd3954f6-9a12-4d37-8bf6-3922edec035c,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.812364,34.869541],[-85.8121611,34.869536]]}",-85.812263,34.869539,Shannon Dr,ENG,17,6,,,0,20070000,AL071
dd6b9abf-0b4b-4a5b-a54e-80f31bf8ec1c,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.7163908,34.966202],[-85.716373,34.966262],[-85.716298,34.96641],[-85.7162194,34.9665411],[-85.7161818,34.9666111],[-85.7161255,34.9667166]]}",-85.716264,34.966462,Chisolm Ave,ENG,17,6,,,0,20070000,AL071
ddb1278a-6857-491a-bc42-2b92f787b5ec,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.89546,34.769588],[-85.8956004,34.7684939]]}",-85.89553,34.769041,County Road 213,ENG,4,6,,213,8200,20070000,AL071
de1b3b04-10da-4529-a7e5-3ec4433d545f,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9214203,34.6079246],[-85.9212654,34.6080142]]}",-85.921343,34.607969,AL Highway 71,ENG,4,5,,71,5500,20060000,AL071
de72be49-f157-412e-9a27-27c221c078d5,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.7721305,34.9146737],[-85.771697,34.9148828],[-85.7714324,34.9150057]]}",-85.771782,34.914841,AL Highway 277,ENG,4,4,,2,5500,20050000,AL071
de9edc04-c632-4679-9b00-d5554321392f,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9605693,34.7167951],[-85.9605292,34.7168195]]}",-85.960549,34.716807,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
de9edc04-c632-4679-9b00-d5554321392f,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9605693,34.7167951],[-85.9605292,34.7168195]]}",-85.960549,34.716807,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
debb4271-e716-4f5a-aa43-b239c053111e,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.609233,34.869748],[-85.608914,34.870031],[-85.608155,34.870675],[-85.607597,34.871261],[-85.607396,34.87159],[-85.607218,34.871969],[-85.607054,34.872408],[-85.60692,34.873067],[-85.606853,34.873739]]}",-85.607705,34.871556,AL Highway 73,ENG,4,5,,73,5500,20060000,AL071
debb4271-e716-4f5a-aa43-b239c053111e,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.609233,34.869748],[-85.608914,34.870031],[-85.608155,34.870675],[-85.607597,34.871261],[-85.607396,34.87159],[-85.607218,34.871969],[-85.607054,34.872408],[-85.60692,34.873067],[-85.606853,34.873739]]}",-85.607705,34.871556,AL Highway 73,ENG,4,5,,93,8200,20060000,AL071
df44068e-1e0b-448d-a9f4-f1c2be466a2c,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0235536,34.6541808],[-86.0237439,34.6539862]]}",-86.023649,34.654084,John T Reid Pkwy,ENG,4,3,,2,5500,20040000,AL071
df44068e-1e0b-448d-a9f4-f1c2be466a2c,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0235536,34.6541808],[-86.0237439,34.6539862]]}",-86.023649,34.654084,John T Reid Pkwy,ENG,4,3,E,72,5450,20040000,AL071
df9c92f6-1398-480a-b54d-9333c5f2ffe6,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.1362503,34.5581801],[-86.1350419,34.5597271],[-86.1348391,34.5599961],[-86.1344828,34.5604775]]}",-86.135361,34.559324,AL Highway 79,ENG,4,4,,79,5500,20050000,AL071
dff2d3af-1b35-44bb-a9b8-4cc2e7816bf7,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.609673,34.88514],[-85.6142016,34.8896463]]}",-85.611937,34.887393,AL Highway 73,ENG,4,5,,73,5500,20060000,AL071
dff2d3af-1b35-44bb-a9b8-4cc2e7816bf7,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.609673,34.88514],[-85.6142016,34.8896463]]}",-85.611937,34.887393,AL Highway 73,ENG,4,5,,93,8200,20060000,AL071
e00316fa-a0ec-46c7-b840-3479bb0df822,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8606526,34.7599906],[-85.8605985,34.7602419],[-85.8606253,34.7605108],[-85.8606879,34.7607194]]}",-85.86063,34.760356,County Road 246,ENG,4,7,,246,8200,20080000,AL071
e0064159-7771-4b73-beb7-3c6b99930857,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8555868,34.7299973],[-85.8555814,34.7306451],[-85.8555761,34.7319258],[-85.85556,34.7327193],[-85.8555546,34.7333387],[-85.8555493,34.7341323],[-85.8555519,34.7341786],[-85.855568,34.7342403],[-85.8557826,34.7344321],[-85.8560696,34.7346613],[-85.856134,34.7347208],[-85.8562171,34.734831],[-85.85659,34.7354636],[-85.8567616,34.7357392],[-85.8568877,34.7359618],[-85.8568984,34.7360103],[-85.856885,34.7360566],[-85.8568582,34.7361249],[-85.8568555,34.7362065],[-85.8568689,34.7362748]]}",-85.855865,34.733261,County Road 365,ENG,4,7,,365,8200,20080000,AL071
e02863cf-df91-4a3b-ab16-22596e26f16d,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8451799,34.6677472],[-85.8452769,34.6678776],[-85.8456646,34.6684811]]}",-85.845426,34.668112,County Road 58,ENG,4,5,,58,8200,20060000,AL071
e0ad622f-4d8a-429c-a340-011837fe7375,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9252597,34.7132081],[-85.9250961,34.7131638],[-85.9250346,34.7131428]]}",-85.925147,34.713177,Bellefonte Rd,ENG,17,7,,,0,20080000,AL071
e18d6fbf-41f6-4fc0-b9e0-cedbffe14641,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.2326294,34.6185262],[-86.2325086,34.6185702],[-86.2323665,34.6186474],[-86.2322216,34.6187445],[-86.2317603,34.6190779],[-86.2311058,34.6195613],[-86.2306043,34.6199365],[-86.2300651,34.6203537],[-86.2296601,34.6206605],[-86.2294026,34.6208459],[-86.2291049,34.6210622],[-86.228944,34.6211704],[-86.2288018,34.6212542],[-86.2286757,34.621316],[-86.2285041,34.6213712],[-86.2283619,34.6213977],[-86.2281527,34.6214286],[-86.2278818,34.6214463],[-86.2276163,34.6214529]]}",-86.230195,34.620184,Rustic Ln,ENG,17,7,,,0,20080000,AL071
e2913c94-b256-4d56-b2ee-a09780e03b26,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9714361,34.6339799],[-85.971438,34.6340463],[-85.9714487,34.6341809],[-85.9714836,34.6344369],[-85.9715131,34.6345737],[-85.9715587,34.63479],[-85.9716069,34.6350019]]}",-85.971505,34.634493,Veterans Dr,ENG,4,4,,35,5500,20050000,AL071
e2b47d7f-0526-40ef-a084-d8bb5cae8361,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0477593,34.6310103],[-86.0476067,34.6311606]]}",-86.047683,34.631085,S Broad St,ENG,4,4,,279,5500,20050000,AL071
e31449bc-d142-4831-a0ac-800424c03db9,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.843886,34.690041],[-85.842323,34.691401],[-85.8419482,34.69176]]}",-85.84291,34.690893,County Road 58,ENG,4,5,,58,8200,20060000,AL071
e31eca7d-b8cf-41ce-b586-7e3a9bb37a9e,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9275025,34.7127247],[-85.9274377,34.712778],[-85.9273438,34.7128507]]}",-85.927424,34.712788,Bellefonte Rd,ENG,17,7,,,0,20080000,AL071
e39d09ae-d601-41cc-9e71-c8ab24d1fc75,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.0120529,34.6775598],[-86.011971,34.677595]]}",-86.012012,34.677577,E Willow St,ENG,4,5,,279,5500,20060000,AL071
e3e256ab-82aa-4ab8-a2d1-186e440f3f88,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.7709927,34.9152164],[-85.7700206,34.9156922],[-85.7689934,34.9161761],[-85.7684502,34.9164422],[-85.7683651,34.9164835]]}",-85.769679,34.915851,AL Highway 277,ENG,4,4,,2,5500,20050000,AL071
e44d879e-6ef7-4d81-b75e-77aea68fd290,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.746683,34.93804],[-85.746119,34.938024],[-85.744956,34.937994],[-85.743729,34.937965],[-85.7436247,34.9379631]]}",-85.745154,34.938,County Road 75,ENG,4,5,,75,8200,20060000,AL071
e454f6a7-1b09-421a-8866-d15f30ce48af,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8093062,34.8409475],[-85.8094872,34.8408935],[-85.8098547,34.8408869],[-85.811169,34.8409001],[-85.811295,34.8409045],[-85.8113862,34.8409265],[-85.8114613,34.8409486],[-85.8116223,34.8410696],[-85.8121936,34.8416508],[-85.8127622,34.8422738],[-85.8129526,34.8424059],[-85.813575,34.8427203]]}",-85.811558,34.841461,County Road 263,ENG,4,6,,263,8200,20070000,AL071
e49c75dc-4db4-45a7-8cf7-fa7d23135420,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.3354839,34.6165873],[-86.335662,34.617012],[-86.33569,34.6171561]]}",-86.335598,34.616868,County Road 5,ENG,4,5,,5,8200,20060000,AL071
e4e9f17d-b7cc-462e-9d1d-efbbf171b7d9,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.875813,34.836231],[-85.875671,34.836377],[-85.874509,34.837488],[-85.874415,34.837564],[-85.8739528,34.837843]]}",-85.874915,34.837078,County Road 45,ENG,4,5,,45,8200,20060000,AL071
e50733ff-3434-459c-840a-dc3f0d39fc3e,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8418372,34.6323017],[-85.843465,34.634253],[-85.843582,34.63443],[-85.843607,34.634551],[-85.843616,34.634859]]}",-85.842839,34.633533,County Road 382,ENG,4,6,,382,8200,20070000,AL071
e5730f87-5cc5-42c3-99c1-d56a06e54139,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.9728446,34.6303607],[-85.9724429,34.6309325]]}",-85.972644,34.630647,AL Highway 35,ENG,4,4,,35,5500,20050000,AL071
e57cd3ff-7e98-4034-9b8b-3092c57975d8,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.130202,34.649906],[-86.1301964,34.6508184]]}",-86.130199,34.650362,County Road 17,ENG,4,7,,17,8200,20080000,AL071
e6069203-ace7-413b-a03f-786c6c17456b,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8985668,34.7678733],[-85.8987646,34.7676656]]}",-85.898666,34.767769,US Highway 72,ENG,4,3,,2,5500,20040000,AL071
e6069203-ace7-413b-a03f-786c6c17456b,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8985668,34.7678733],[-85.8987646,34.7676656]]}",-85.898666,34.767769,US Highway 72,ENG,4,3,E,72,5450,20040000,AL071
e650d3f6-2577-4b2d-9bf6-eb57fb1f15f3,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8605849,34.7625071],[-85.860408,34.7634723],[-85.8602686,34.7638755],[-85.8602133,34.7640051]]}",-85.86043,34.763265,County Road 246,ENG,4,7,,246,8200,20080000,AL071
e659721a-5718-4c7d-876e-38c6a6e9c5cc,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.973644,34.724882],[-85.9738599,34.7249824]]}",-85.973752,34.724932,County Road 33,ENG,4,5,,33,8200,20060000,AL071
e6c1566f-e848-4581-972c-e38d49db20dc,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-85.8456646,34.6684811],[-85.8458885,34.6688461],[-85.8459954,34.669022]]}",-85.84583,34.668751,County Road 58,ENG,4,5,,58,8200,20060000,AL071
e8921999-a6ff-4b3a-b30c-22c9048aa2ca,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.2590299,34.6334736],[-86.2589137,34.6335016],[-86.2587447,34.6335303],[-86.258632,34.6335634],[-86.2583263,34.6336737],[-86.2580581,34.6337885],[-86.2578757,34.6338723],[-86.2578167,34.6339032],[-86.257763,34.6339386],[-86.2577255,34.6339981],[-86.2576772,34.6340445],[-86.2576369,34.6340776],[-86.2575565,34.6341085],[-86.2574599,34.634146],[-86.2573768,34.6341879],[-86.257299,34.6342343],[-86.2572453,34.6342563],[-86.2571729,34.6342806],[-86.2570898,34.6342828]]}",-86.258042,34.633846,County Road 183,ENG,4,7,,183,8200,20080000,AL071
e8ece325-6863-4d0c-ac3b-b45154f3e454,road_element,"{\"type\":\"LineString\",\"coordinates\":[[-86.261502,34.633058],[-86.2614671,34.6329874],[-86.2614403,34.6329322],[-86.2614054,34.6328836],[-86.2613733,34.6328483],[-86.261325,34.6328196],[-86.2612681,34.632813]]}",-86.261406,34.63291,County Road 183,ENG,4,7,,183,8200,20080000,AL071
